step,tensor_n,tensor_name,tensor_node_id,tensor_kind,tensor_id,storage_id,offset,numel,itemsize,tensor_size_bytes,device,dtype,shape,producer_count,consumer_count
0,2187,cache_9940_72,t2187,CONTEXT,9940,72,0,1638400,2,3276800,cuda:0,,"[1280,1280]",2,2
0,2188,cache_9944_72,t2188,CONTEXT,9944,72,0,1638400,2,3276800,cuda:0,,"[1280,1280]",1,3
0,2189,cache_9947_9948,t2189,CONTEXT,9947,9948,0,1280,2,2560,cpu,,[1280],1,2
0,2190,cache_9952_185,t2190,CONTEXT,9952,185,0,1280,2,2560,cuda:0,,[1280],2,2
0,2191,cache_9956_185,t2191,CONTEXT,9956,185,0,1280,2,2560,cuda:0,,[1280],1,3
0,2192,cache_9962_6949,t2192,CONTEXT,9962,6949,0,98560,2,197120,cuda:0,,"[77,1280]",1,1
0,2193,cache_9966_72,t2193,CONTEXT,9966,72,0,1638400,2,3276800,cuda:0,,"[1280,1280]",1,1
0,2194,cache_9968_3392,t2194,CONTEXT,9968,3392,0,98560,2,197120,cuda:0,,"[77,1280]",1,1
0,2195,cache_9970_185,t2195,CONTEXT,9970,185,0,1280,2,2560,cuda:0,,[1280],2,2
0,2196,cache_9970_3392,t2196,CONTEXT,9970,3392,0,98560,2,197120,cuda:0,,"[1,77,1280]",1,0
0,2197,cache_9976_98,t2197,CONTEXT,9976,98,0,1638400,2,3276800,meta,,"[1280,1280]",2,2
0,2198,cache_9980_98,t2198,CONTEXT,9980,98,0,1638400,2,3276800,meta,,"[1280,1280]",1,1
0,2199,cache_9985_98,t2199,CONTEXT,9985,98,0,1280,2,2560,meta,,[1280],2,2
0,2200,cache_9989_98,t2200,CONTEXT,9989,98,0,1280,2,2560,meta,,[1280],1,1
0,2201,cache_9998_9999,t2201,CONTEXT,9998,9999,0,1638400,2,3276800,cpu,,"[1280,1280]",1,2
0,2202,cache_10003_72,t2202,CONTEXT,10003,72,0,1638400,2,3276800,cuda:0,,"[1280,1280]",2,2
0,2203,cache_10007_72,t2203,CONTEXT,10007,72,0,1638400,2,3276800,cuda:0,,"[1280,1280]",1,3
0,2204,cache_10010_10011,t2204,CONTEXT,10010,10011,0,1280,2,2560,cpu,,[1280],1,2
0,2205,cache_10015_185,t2205,CONTEXT,10015,185,0,1280,2,2560,cuda:0,,[1280],2,2
0,2206,cache_10019_185,t2206,CONTEXT,10019,185,0,1280,2,2560,cuda:0,,[1280],1,3
0,2207,cache_10025_6949,t2207,CONTEXT,10025,6949,0,98560,2,197120,cuda:0,,"[77,1280]",1,1
0,2208,cache_10029_72,t2208,CONTEXT,10029,72,0,1638400,2,3276800,cuda:0,,"[1280,1280]",1,1
0,2209,cache_10031_7362,t2209,CONTEXT,10031,7362,0,98560,2,197120,cuda:0,,"[77,1280]",1,1
0,2210,cache_10033_185,t2210,CONTEXT,10033,185,0,1280,2,2560,cuda:0,,[1280],1,3
0,2211,cache_10033_7362,t2211,CONTEXT,10033,7362,0,98560,2,197120,cuda:0,,"[1,77,1280]",1,0
0,2212,cache_10039_98,t2212,CONTEXT,10039,98,0,1638400,2,3276800,meta,,"[1280,1280]",2,2
0,2213,cache_10043_98,t2213,CONTEXT,10043,98,0,1638400,2,3276800,meta,,"[1280,1280]",1,1
0,2214,cache_10048_98,t2214,CONTEXT,10048,98,0,1280,2,2560,meta,,[1280],2,2
0,2215,cache_10052_98,t2215,CONTEXT,10052,98,0,1280,2,2560,meta,,[1280],1,1
0,2216,param_10061_2300,t2216,WEIGHT,10061,2300,0,5929,2,11858,cuda:0,,"[1,1,77,77]",0,1
0,2217,param_10064_1723,t2217,WEIGHT,10064,1723,0,98560,2,197120,cuda:0,,"[1,20,77,64]",0,1
0,2218,param_10065_3392,t2218,WEIGHT,10065,3392,0,98560,2,197120,cuda:0,,"[1,20,77,64]",0,1
0,2219,param_10066_7362,t2219,WEIGHT,10066,7362,0,98560,2,197120,cuda:0,,"[1,20,77,64]",0,1
0,2220,param_10067_2300,t2220,WEIGHT,10067,2300,0,118580,2,237160,cuda:0,,"[1,20,77,77]",0,1
0,2221,cache_10070_1723,t2221,CONTEXT,10070,1723,0,98560,2,197120,cuda:0,,"[1,77,20,64]",1,1
0,2222,cache_10073_3392,t2222,CONTEXT,10073,3392,0,98560,2,197120,cuda:0,,"[1,77,20,64]",1,1
0,2223,cache_10076_7362,t2223,CONTEXT,10076,7362,0,98560,2,197120,cuda:0,,"[1,77,20,64]",1,1
0,2224,cache_10079_72,t2224,CONTEXT,10079,72,0,1638400,2,3276800,cuda:0,,"[1280,1280]",1,3
0,2225,cache_10079_10080,t2225,CONTEXT,10079,10080,0,1,8,8,cpu,,[],2,0
0,2226,cache_10082_2300,t2226,CONTEXT,10082,2300,0,1280,2,2560,cuda:0,,[1280],2,2
0,2227,cache_10082_10083,t2227,CONTEXT,10082,10083,0,1,8,8,cpu,,[],2,0
0,2228,cache_10085_9140,t2228,CONTEXT,10085,9140,0,98560,2,197120,cuda:0,,"[1,77,20,64]",2,1
0,2229,cache_10087_98,t2229,CONTEXT,10087,98,0,0,4,0,cuda:0,,"[1,20,0]",2,0
0,2230,cache_10087_9140,t2230,CONTEXT,10087,9140,0,98560,2,197120,cuda:0,,"[1,77,1280]",1,2
0,2231,cache_10090_72,t2231,CONTEXT,10090,72,0,1638400,2,3276800,cuda:0,,"[1280,1280]",2,2
0,2232,cache_10090_9140,t2232,CONTEXT,10090,9140,0,98560,2,197120,cuda:0,,"[1,20,77,64]",1,0
0,2233,cache_10096_10097,t2233,CONTEXT,10096,10097,0,1638400,2,3276800,cpu,,"[1280,1280]",1,2
0,2234,cache_10106_10107,t2234,CONTEXT,10106,10107,0,1280,2,2560,cpu,,[1280],1,2
0,2235,cache_10114_2300,t2235,CONTEXT,10114,2300,0,1280,2,2560,cuda:0,,[1280],1,3
0,2236,cache_10120_9140,t2236,CONTEXT,10120,9140,0,98560,2,197120,cuda:0,,"[77,1280]",1,1
0,2237,cache_10124_72,t2237,CONTEXT,10124,72,0,1638400,2,3276800,cuda:0,,"[1280,1280]",1,1
0,2238,cache_10126_6122,t2238,CONTEXT,10126,6122,0,98560,2,197120,cuda:0,,"[77,1280]",1,1
0,2239,cache_10128_6122,t2239,CONTEXT,10128,6122,0,98560,2,197120,cuda:0,,"[1,77,1280]",1,1
0,2240,cache_10134_98,t2240,CONTEXT,10134,98,0,1638400,2,3276800,meta,,"[1280,1280]",2,2
0,2241,cache_10138_98,t2241,CONTEXT,10138,98,0,1638400,2,3276800,meta,,"[1280,1280]",1,1
0,2242,cache_10143_98,t2242,CONTEXT,10143,98,0,1280,2,2560,meta,,[1280],2,2
0,2243,cache_10147_98,t2243,CONTEXT,10147,98,0,1280,2,2560,meta,,[1280],1,1
0,2244,cache_10161_10162,t2244,CONTEXT,10161,10162,0,1280,2,2560,cpu,,[1280],1,2
0,2245,cache_10171_10172,t2245,CONTEXT,10171,10172,0,1280,2,2560,cpu,,[1280],1,2
0,2246,cache_10176_7024,t2246,CONTEXT,10176,7024,0,1280,2,2560,cuda:0,,[1280],2,2
0,2247,cache_10180_7024,t2247,CONTEXT,10180,7024,0,1280,2,2560,cuda:0,,[1280],1,3
0,2248,cache_10187_3392,t2248,CONTEXT,10187,3392,0,98560,2,197120,cuda:0,,"[1,77,1280]",3,2
0,2249,cache_10189_6805,t2249,CONTEXT,10189,6805,0,77,4,308,cuda:0,,[77],1,1
0,2250,cache_10191_7040,t2250,CONTEXT,10191,7040,0,77,4,308,cuda:0,,[77],1,1
0,2251,cache_10193_98,t2251,CONTEXT,10193,98,0,1280,2,2560,meta,,[1280],1,1
0,2252,cache_10193_6805,t2252,CONTEXT,10193,6805,0,77,4,308,cuda:0,,"[1,77,1]",2,0
0,2253,cache_10195_98,t2253,CONTEXT,10195,98,0,1280,2,2560,meta,,[1280],2,2
0,2254,cache_10195_7040,t2254,CONTEXT,10195,7040,0,77,4,308,cuda:0,,"[1,77,1]",2,0
0,2255,cache_10208_98,t2255,CONTEXT,10208,98,0,1280,2,2560,meta,,[1280],2,2
0,2256,cache_10212_98,t2256,CONTEXT,10212,98,0,1280,2,2560,meta,,[1280],1,1
