step,tensor_n,tensor_name,tensor_node_id,tensor_kind,tensor_id,storage_id,offset,numel,itemsize,tensor_size_bytes,device,dtype,shape,producer_count,consumer_count
0,468,param_1071_1072,t468,WEIGHT,1071,1072,0,768,2,1536,cuda:0,,[768],0,1
0,469,param_1073_573,t469,WEIGHT,1073,573,0,59136,2,118272,cuda:0,,"[1,77,768]",0,1
0,470,param_1076_1077,t470,WEIGHT,1076,1077,0,768,2,1536,cuda:0,,[768],0,1
0,471,param_1078_573,t471,WEIGHT,1078,573,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,472,param_1079_1080,t472,WEIGHT,1079,1080,0,589824,2,1179648,cuda:0,,"[768,768]",0,1
0,473,param_1083_1084,t473,WEIGHT,1083,1084,0,768,2,1536,cuda:0,,[768],0,1
0,474,param_1085_573,t474,WEIGHT,1085,573,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,475,param_1086_1087,t475,WEIGHT,1086,1087,0,589824,2,1179648,cuda:0,,"[768,768]",0,1
0,476,cache_1088_664,t476,CONTEXT,1088,664,0,59136,2,118272,cuda:0,,"[77,768]",1,1
0,477,param_1091_1092,t477,WEIGHT,1091,1092,0,768,2,1536,cuda:0,,[768],0,1
0,478,param_1093_573,t478,WEIGHT,1093,573,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,479,param_1094_1095,t479,WEIGHT,1094,1095,0,589824,2,1179648,cuda:0,,"[768,768]",0,1
0,480,cache_1096_1097,t480,CONTEXT,1096,1097,0,59136,2,118272,cuda:0,,"[77,768]",2,3
0,481,param_1100_91,t481,WEIGHT,1100,91,0,5929,2,11858,cuda:0,,"[1,1,77,77]",0,1
0,482,param_1103_755,t482,WEIGHT,1103,755,0,59136,2,118272,cuda:0,,"[1,12,77,64]",0,1
0,483,param_1104_664,t483,WEIGHT,1104,664,0,59136,2,118272,cuda:0,,"[1,12,77,64]",0,1
0,484,param_1105_1097,t484,WEIGHT,1105,1097,0,59136,2,118272,cuda:0,,"[1,12,77,64]",0,1
0,485,param_1106_91,t485,WEIGHT,1106,91,0,71148,2,142296,cuda:0,,"[1,12,77,77]",0,1
0,486,cache_1109_755,t486,CONTEXT,1109,755,0,59136,2,118272,cuda:0,,"[1,77,12,64]",1,1
0,487,cache_1112_664,t487,CONTEXT,1112,664,0,59136,2,118272,cuda:0,,"[1,77,12,64]",1,1
0,488,cache_1115_1097,t488,CONTEXT,1115,1097,0,59136,2,118272,cuda:0,,"[1,77,12,64]",1,1
0,489,cache_1118_1119,t489,CONTEXT,1118,1119,0,1,8,8,cpu,,[],2,0
0,490,param_1118_1134,t490,WEIGHT,1118,1134,0,589824,2,1179648,cuda:0,,"[768,768]",0,1
0,491,param_1121_573,t491,WEIGHT,1121,573,0,59136,2,118272,cuda:0,,"[1,77,768]",0,1
0,492,cache_1121_1122,t492,CONTEXT,1121,1122,0,1,8,8,cpu,,[],2,0
